Episode #,Training Iter,Epoch,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Inverse Propensity Score,Direct Method Reward,Doubly Robust,Weighted Importance Sampling,Sequential Doubly Robust,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Value Targets/Mean,Value Targets/Stdev,Value Targets/Max,Value Targets/Min,KL Divergence/Mean,KL Divergence/Stdev,KL Divergence/Max,KL Divergence/Min,Likelihood Ratio/Mean,Likelihood Ratio/Stdev,Likelihood Ratio/Max,Likelihood Ratio/Min,Clipped Likelihood Ratio/Mean,Clipped Likelihood Ratio/Stdev,Clipped Likelihood Ratio/Max,Clipped Likelihood Ratio/Min
73,3.0,0.0,0.0,1023.0,13.0,31.0,4238.0,0.1,12.806999999999993,0.0,0.0,1044.235916852951,,,,,,,,,,,,,,,,,,,,,3.564878618261798,4.259842568667725,12.721919880675356,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,3.0,0.0,0.0,1121.0,14.0,98.0,4336.0,0.1,54.908000000000015,0.0,0.0,1054.0002794265747,,,,,,,,,,,,,,,,,,,,,18.686813116985725,17.05840390271662,53.18300514181389,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,3.0,0.0,0.0,1194.0,15.0,73.0,4409.0,0.1,42.106,0.0,0.0,1061.4961185455322,,,,,,,,,,,,,,,,,,,,,15.698053836226096,12.931543981148554,41.04208519826683,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,3.0,0.0,0.0,1219.0,16.0,25.0,4434.0,0.1,9.605999999999995,0.0,0.0,1064.4051351547241,,,,,,,,,,,,,,,,,,,,,2.729874703231879,3.230079549799124,9.556857290142199,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,3.0,0.0,0.0,1245.0,17.0,26.0,4460.0,0.1,11.105999999999995,0.0,0.0,1067.2955491542816,,,,,,,,,,,,,,,,,,,,,3.240987025010736,3.7936717307964445,11.043810915369546,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,3.0,0.0,0.0,1366.0,18.0,121.0,4581.0,0.1,72.20599999999999,0.0,0.0,1079.663221359253,,,,,,,,,,,,,,,,,,,,,31.20213612986321,20.171081467662095,68.56760817703244,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,3.0,0.0,0.0,1408.0,19.0,42.0,4623.0,0.1,19.207000000000026,0.0,0.0,1084.0823318958282,,,,,,,,,,,,,,,,,,,,,5.497029933103927,6.267712728240011,19.014133996668978,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,3.0,0.0,0.0,1448.0,20.0,40.0,4663.0,0.1,19.40700000000002,0.0,0.0,1088.3451688289642,,,,,,,,,,,,,,,,,,,,,5.839163374324829,6.409316288933335,19.211837929047174,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,4.0,0.0,0.0,124.0,1.0,124.0,4787.0,0.1,96.80699999999996,0.0,0.0,1355.2205905914307,,,,,,,,,,,,,,,,,,,,,38.390120487523305,30.08500494299937,92.23099481818865,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,4.0,0.0,0.0,361.0,2.0,237.0,5024.0,0.1,164.90699999999995,0.0,0.0,1378.5854802131653,,,,,,,,,,,,,,,,,,,,,69.71874368798213,43.14108947817088,148.68087080669088,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,4.0,0.0,0.0,404.0,3.0,43.0,5067.0,0.1,20.507000000000023,0.0,0.0,1383.0370242595673,,,,,,,,,,,,,,,,,,,,,6.140977949962698,6.67294598130174,20.283484633934837,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,4.0,0.0,0.0,618.0,4.0,214.0,5281.0,0.1,146.40699999999984,0.0,0.0,1404.2356436252594,,,,,,,,,,,,,,,,,,,,,59.56073213219709,38.879174605539326,133.92872684868044,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,4.0,0.0,0.0,870.0,5.0,252.0,5533.0,0.1,123.40599999999995,0.0,0.0,1428.7673599720001,,,,,,,,,,,,,,,,,,,,,53.71536528491407,31.865192119703522,110.0897974533109,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,4.0,0.0,0.0,1116.0,6.0,246.0,5779.0,0.1,155.70699999999994,0.0,0.0,1453.1919884681702,,,,,,,,,,,,,,,,,,,,,69.2483617607504,43.58545849784815,138.94966338396006,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,4.0,0.0,0.0,1259.0,7.0,143.0,5922.0,0.1,108.70599999999999,0.0,0.0,1467.1694741249084,,,,,,,,,,,,,,,,,,,,,46.75631942149512,32.321196363448145,102.2241924835007,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,4.0,0.0,0.0,1332.0,8.0,73.0,5995.0,0.1,33.01,0.0,0.0,1474.3515720367432,,,,,,,,,,,,,,,,,,,,,11.16273973192627,10.405871185240597,32.25960695387017,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,4.0,0.0,0.0,1477.0,9.0,145.0,6140.0,0.1,97.707,0.0,0.0,1489.1217048168182,,,,,,,,,,,,,,,,,,,,,43.72281446019142,29.658925606616872,91.55020075458063,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,4.0,0.0,0.0,1507.0,10.0,30.0,6170.0,0.1,13.205999999999994,0.0,0.0,1492.4105200767517,,,,,,,,,,,,,,,,,,,,,3.9075522917627272,4.419789535505538,13.114990296850525,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,4.0,0.0,0.0,1704.0,11.0,197.0,6367.0,0.1,142.50799999999987,0.0,0.0,1511.7107121944427,,,,,,,,,,,,,,,,,,,,,59.28669884632455,39.22121279188763,131.09057037745862,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,4.0,0.0,0.0,1788.0,12.0,84.0,6451.0,0.1,59.511999999999986,0.0,0.0,1520.3093121051788,,,,,,,,,,,,,,,,,,,,,21.826512477567242,19.594170177408234,57.79410336451001,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,4.0,0.0,0.0,1877.0,13.0,89.0,6540.0,0.1,37.908000000000044,0.0,0.0,1528.9903166294098,,,,,,,,,,,,,,,,,,,,,13.335011737767422,9.561021724845514,36.79473663386981,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,4.0,0.0,0.0,1968.0,14.0,91.0,6631.0,0.1,45.507000000000005,0.0,0.0,1538.111183166504,,,,,,,,,,,,,,,,,,,,,17.22919576745616,13.663845819344473,44.02715346493789,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,4.0,0.0,0.0,2019.0,15.0,51.0,6682.0,0.1,27.90600000000002,0.0,0.0,1543.311680316925,,,,,,,,,,,,,,,,,,,,,10.05932086061259,9.09482367753267,27.447842874013915,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,4.0,0.0,0.0,2049.0,16.0,30.0,6712.0,0.1,11.307999999999993,0.0,0.0,1546.4547336101532,,,,,,,,,,,,,,,,,,,,,2.9530576764815186,3.741743929765693,11.241880789403574,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,4.0,0.0,0.0,2207.0,17.0,158.0,6870.0,0.1,107.50899999999999,0.0,0.0,1561.8504869937897,,,,,,,,,,,,,,,,,,,,,43.25500403724136,29.896875125101857,100.87636120817102,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,4.0,0.0,0.0,2708.0,18.0,501.0,7371.0,0.1,364.00599999999974,0.0,0.0,1610.5307841300964,,,,,,,,,,,,,,,,,,,,,155.7455587227658,80.44885438783687,286.55028910782113,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,4.0,0.0,0.0,2904.0,19.0,196.0,7567.0,0.1,124.80899999999983,0.0,0.0,1629.740553855896,,,,,,,,,,,,,,,,,,,,,45.74680399086585,35.51040557703578,116.07465966245555,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4.0,0.0,0.0,3129.0,20.0,225.0,7792.0,0.1,138.10699999999983,0.0,0.0,1651.9384891986847,,,,,,,,,,,,,,,,,,,,,54.695248354002345,37.52417244389772,126.05254816412968,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,5.0,0.0,0.0,205.0,1.0,205.0,7997.0,0.1,131.60800000000003,0.0,0.0,2193.2489008903503,,,,,,,,,,,,,,,,,,,,,58.01586406810831,35.648806525310874,119.95453698547186,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,5.0,0.0,0.0,513.0,2.0,308.0,8305.0,0.1,190.31099999999984,0.0,0.0,2223.4406366348267,,,,,,,,,,,,,,,,,,,,,75.40914290174138,50.947815950214554,167.41965587836467,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,5.0,0.0,0.0,829.0,3.0,316.0,8621.0,0.1,244.7079999999999,0.0,0.0,2253.9171538352966,,,,,,,,,,,,,,,,,,,,,103.4204448428976,67.08932614378529,212.45183063909207,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,5.0,0.0,0.0,1020.0,4.0,191.0,8812.0,0.1,130.70799999999994,0.0,0.0,2273.1160011291504,,,,,,,,,,,,,,,,,,,,,53.53097281877769,35.388193262042684,120.72491329328678,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,5.0,0.0,0.0,1216.0,5.0,196.0,9008.0,0.1,144.708,0.0,0.0,2292.504578590393,,,,,,,,,,,,,,,,,,,,,60.5229316641106,39.880019949680346,133.11159547318536,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,5.0,0.0,0.0,1336.0,6.0,120.0,9128.0,0.1,92.707,0.0,0.0,2304.674129962921,,,,,,,,,,,,,,,,,,,,,40.30361105030028,27.725748219635218,88.04657177093408,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,5.0,0.0,0.0,1404.0,7.0,68.0,9196.0,0.1,46.60799999999999,0.0,0.0,2311.814410686493,,,,,,,,,,,,,,,,,,,,,18.513119854992986,15.192767982857031,45.439942294507205,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,5.0,0.0,0.0,1446.0,8.0,42.0,9238.0,0.1,26.107000000000017,0.0,0.0,2316.279158592224,,,,,,,,,,,,,,,,,,,,,9.114355230377967,8.916052960495398,25.77572275010158,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,5.0,0.0,0.0,1506.0,9.0,60.0,9298.0,0.1,45.105999999999995,0.0,0.0,2322.3330171108246,,,,,,,,,,,,,,,,,,,,,17.91342355118023,14.87352391292474,44.119389246032014,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,5.0,0.0,0.0,1564.0,10.0,58.0,9356.0,0.1,42.10699999999999,0.0,0.0,2328.160143136978,,,,,,,,,,,,,,,,,,,,,16.250078958731685,14.005672798770181,41.246948069584676,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,5.0,0.0,0.0,1630.0,11.0,66.0,9422.0,0.1,53.504999999999995,0.0,0.0,2334.7613060474396,,,,,,,,,,,,,,,,,,,,,22.560115100183673,17.227320990776178,52.120220724616395,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,5.0,0.0,0.0,1753.0,12.0,123.0,9545.0,0.1,81.20499999999998,0.0,0.0,2346.8977575302124,,,,,,,,,,,,,,,,,,,,,36.04845236764577,24.072638317171226,76.92481306008669,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,5.0,0.0,0.0,1856.0,13.0,103.0,9648.0,0.1,74.809,0.0,0.0,2357.173625946045,,,,,,,,,,,,,,,,,,,,,30.03378932078614,23.689971140079884,71.85916617313916,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,5.0,0.0,0.0,1952.0,14.0,96.0,9744.0,0.1,68.606,0.0,0.0,2366.6795139312744,,,,,,,,,,,,,,,,,,,,,27.41239757925328,20.660289762627635,66.1065568395139,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,5.0,0.0,0.0,1988.0,15.0,36.0,9780.0,0.1,14.605999999999993,0.0,0.0,2370.4722995758057,,,,,,,,,,,,,,,,,,,,,4.117082930026798,4.690512929501824,14.486744015806636,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,5.0,0.0,0.0,2366.0,16.0,378.0,10158.0,0.1,204.6179999999997,0.0,0.0,2407.867329120636,,,,,,,,,,,,,,,,,,,,,82.36765995222463,55.34463544312676,173.83051173100938,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,5.0,0.0,0.0,2678.0,17.0,312.0,10470.0,0.1,210.32999999999998,0.0,0.0,2438.3511848449707,,,,,,,,,,,,,,,,,,,,,88.22848729368552,51.264229413518855,183.16886652856059,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,5.0,0.0,0.0,3023.0,18.0,345.0,10815.0,0.1,242.20799999999997,0.0,0.0,2471.896961212158,,,,,,,,,,,,,,,,,,,,,98.92038486304776,62.79239333855709,208.49725323145807,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,5.0,0.0,0.0,3066.0,19.0,43.0,10858.0,0.1,16.108000000000004,0.0,0.0,2476.434394836426,,,,,,,,,,,,,,,,,,,,,4.093142181582398,5.035532750203864,15.963906735756739,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,5.0,0.0,0.0,3101.0,20.0,35.0,10893.0,0.1,14.807999999999993,0.0,0.0,2480.062240600586,,,,,,,,,,,,,,,,,,,,,4.147394022306929,4.869716896532009,14.692210938886094,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,6.0,0.0,0.0,165.0,1.0,165.0,11058.0,0.1,123.005,0.0,0.0,3021.7414786815643,,,,,,,,,,,,,,,,,,,,,56.69716309935137,36.30186862991373,113.87760942985736,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,6.0,0.0,0.0,427.0,2.0,262.0,11320.0,0.1,194.20799999999994,0.0,0.0,3047.7448337078094,,,,,,,,,,,,,,,,,,,,,83.1575775145256,51.09828277686201,172.76607407326682,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,6.0,0.0,0.0,1027.0,3.0,600.0,11920.0,0.1,451.20600000000036,0.0,0.0,3106.800483942032,,,,,,,,,,,,,,,,,,,,,188.5305848118583,99.11175300125508,338.76484002810133,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,6.0,0.0,0.0,1795.0,4.0,768.0,12688.0,0.1,556.3000000000003,0.0,0.0,3181.7140374183655,,,,,,,,,,,,,,,,,,,,,224.60858022632303,111.3714433164576,384.5693645459111,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,6.0,0.0,0.0,2084.0,5.0,289.0,12977.0,0.1,224.00699999999998,0.0,0.0,3209.6718096733093,,,,,,,,,,,,,,,,,,,,,93.61053036694987,59.084948462265764,197.3480554868699,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,6.0,0.0,0.0,2284.0,6.0,200.0,13177.0,0.1,123.50599999999999,0.0,0.0,3229.883573293686,,,,,,,,,,,,,,,,,,,,,56.57428122156787,35.969956906432465,112.41586306595539,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,6.0,0.0,0.0,2443.0,7.0,159.0,13336.0,0.1,96.80599999999998,0.0,0.0,3245.8259665966034,,,,,,,,,,,,,,,,,,,,,40.043338708232575,27.07787064323098,90.62025904321844,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,6.0,0.0,0.0,2575.0,8.0,132.0,13468.0,0.1,102.107,0.0,0.0,3258.808704853058,,,,,,,,,,,,,,,,,,,,,41.44228522587218,30.345419371474257,96.8301818837705,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,6.0,0.0,0.0,2670.0,9.0,95.0,13563.0,0.1,64.10600000000002,0.0,0.0,3268.556102991104,,,,,,,,,,,,,,,,,,,,,27.358061316327323,19.531148764426963,61.6301829105872,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,6.0,0.0,0.0,3445.0,10.0,775.0,14338.0,0.1,559.2000000000015,0.0,0.0,3344.5360600948334,,,,,,,,,,,,,,,,,,,,,211.55441895272267,117.55777246908848,396.03700328119885,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,6.0,0.0,0.0,3956.0,11.0,511.0,14849.0,0.1,355.90700000000004,0.0,0.0,3395.0058715343475,,,,,,,,,,,,,,,,,,,,,151.61118249006657,84.7826312162524,278.9913895352569,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,6.0,0.0,0.0,4272.0,12.0,316.0,15165.0,0.1,215.60699999999997,0.0,0.0,3426.4220514297485,,,,,,,,,,,,,,,,,,,,,96.02986102239709,57.78702804035428,185.6326435714218,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,6.0,0.0,0.0,4753.0,13.0,481.0,15646.0,0.1,363.707,0.0,0.0,3473.3781158924103,,,,,,,,,,,,,,,,,,,,,151.25061873600933,86.99231448272425,291.53823732439105,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,6.0,0.0,0.0,5132.0,14.0,379.0,16025.0,0.1,255.5099999999999,0.0,0.0,3510.6094954013824,,,,,,,,,,,,,,,,,,,,,106.6913263792447,66.17056089763571,215.5047813602053,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,6.0,0.0,0.0,5191.0,15.0,59.0,16084.0,0.1,32.708999999999996,0.0,0.0,3516.564016342163,,,,,,,,,,,,,,,,,,,,,10.255480618333332,10.750617310436578,32.168230937161724,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,6.0,0.0,0.0,5258.0,16.0,67.0,16151.0,0.1,50.605999999999995,0.0,0.0,3523.5924611091614,,,,,,,,,,,,,,,,,,,,,20.207025019766963,16.424260261763408,49.35078153596602,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,6.0,0.0,0.0,5701.0,17.0,443.0,16594.0,0.1,324.5060000000009,0.0,0.0,3567.386062860489,,,,,,,,,,,,,,,,,,,,,125.15877695060385,82.00869420748373,269.5995913940795,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,6.0,0.0,0.0,5754.0,18.0,53.0,16647.0,0.1,28.90600000000002,0.0,0.0,3572.851058959961,,,,,,,,,,,,,,,,,,,,,10.572672996090288,9.352443382650563,28.402424778339117,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,6.0,0.0,0.0,5958.0,19.0,204.0,16851.0,0.1,131.9089999999999,0.0,0.0,3592.4504482746124,,,,,,,,,,,,,,,,,,,,,52.13709744699324,37.356472307588966,121.5159424898507,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,6.0,0.0,0.0,6266.0,20.0,308.0,17159.0,0.1,204.3069999999999,0.0,0.0,3622.3708176612854,,,,,,,,,,,,,,,,,,,,,90.37928407108437,53.270173002781604,176.82365098442378,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
